bulk modulus samples [N/mm^2],shear modulus samples [N/mm^2]
118419.993348845,70806.2220234721
118531.670147815,73542.8168085835
111347.930427766,78494.1111640632
146836.106573763,73923.8303333239
121775.703636283,73493.6690314219
124614.790049816,75026.3914607905
143442.920285819,75194.1949014743
136615.430911428,73081.2138853773
137721.32683106,74056.937295052
125316.3326584,74669.9564763189
152822.571228195,74329.8007233284
133684.621441873,72504.3822572867
126138.631089005,74774.6771901597
123101.27823875,75077.5290606881
124475.223061336,74112.570965563
150223.472120537,79072.4184000522
119527.101026744,73883.2782371923
126934.337327845,73675.248965077
134761.874688793,74495.2081758645
116645.755352928,72391.0655912617
120989.890555499,74617.3453488344
134531.495839549,72703.636949038
149135.381359099,73641.341096463
136328.059056967,73355.6671663162
121612.592709399,77090.0197733534
126039.903881924,71743.6814101086
115950.420450038,72687.4625415353
122743.644332997,72695.0230318897
119317.823128356,69896.1158534931
124181.196983248,74590.8707970581
133736.537114211,73730.0478503008
124817.625840424,73593.3785847883
140545.545343653,73079.2865440186
141648.481125764,72957.0377353735
128034.510188406,77052.7602199874
114030.682180429,77641.0464884992
115937.539896834,71154.4243128596
144984.661857416,73757.0416791804
130641.341495906,73668.042578563
130082.958829159,75581.1530577581
121816.858399954,74996.6336171406
132412.793960746,76418.3522384407
128979.629156707,75083.0161446173
126067.449345344,74237.622947126
149138.902615332,76479.4052415408
126585.811768798,73015.6923669861
132916.299129544,70905.8330373827
129469.152448583,72734.1322317059
117811.35792933,72684.0605642418
122948.655904402,75169.3388369686
140301.126165311,73887.0763661546
122572.904441337,72816.603576838
134719.099080401,75535.7069855334
125204.267273359,73942.3699002692
113332.331784344,72484.5522476505
135089.3458668,75615.2081035063
111826.746220136,71073.6359732146
137820.40758168,73609.3144186768
152479.034358915,72256.546723201
129212.083598197,71187.1500373391
136672.058316735,71869.170556123
135333.670039676,70695.4684867528
127431.563155799,75144.7003043169
124056.749932744,75750.402400248
136266.387507656,76667.5399614224
106987.804080306,73987.1195116704
147198.816722791,75330.572982235
130994.915049906,73023.5326745956
132688.630708259,73427.8869132343
128976.512029604,75715.1167858938
126062.68929636,74709.2444917573
117497.694982744,75700.7275279673
138040.981484649,73802.5402012959
133988.575576848,78581.0813863456
123757.585218829,72812.6908259324
119619.407634043,72538.5894545183
123674.628408957,70580.3237721001
122521.347261965,73712.3828143252
128955.393203763,75723.4019064038
145895.567264933,77714.7726243429
136997.990997225,72939.6557781915
122442.492674781,71639.7339150079
120945.554533907,72119.4357893373
120200.152206041,73955.9640801042
132859.668710223,73086.2501444375
129840.909363411,71652.2922135301
147599.681554269,73774.6341945053
121978.619818279,71280.5912195162
142050.229574205,74795.5060377279
152189.543373935,74422.894616936
114273.894232526,74794.7946204648
153747.450693988,71610.1709883363
123527.676633917,73466.7411908824
132045.596642054,74177.7946767219
117619.070605593,71832.1118098123
126985.060747847,72602.6773326465
119501.903063675,75900.2190871343
124266.152748496,74731.1855956115
148911.859175694,74334.0682267243
140450.715536685,74903.7848918869
118419.993348845,70806.2220234721
119961.153801869,72241.2464910341
111347.930427766,78494.1111640632
146836.106573763,73923.8303333239
121775.703636283,73493.6690314219
124937.553313942,75289.7780226797
145340.153121293,75157.1549328483
143899.077911129,71444.6804482506
139699.527214114,74046.0544850074
120015.980333037,75667.2311888755
152822.571228195,74329.8007233284
130805.856991337,73719.9240584606
125660.655485613,74347.251247458
123101.27823875,75077.5290606881
124475.223061336,74112.570965563
150223.472120537,79072.4184000522
119527.101026744,73883.2782371923
107496.24364962,73518.6546429612
134761.874688793,74495.2081758645
116645.755352928,72391.0655912617
123070.609011276,74287.5859266584
131354.148294131,74758.8898835623
149135.381359099,73641.341096463
136328.059056967,73355.6671663162
122933.302994266,78339.4983994899
131452.874550644,72789.0602893983
115950.420450038,72687.4625415353
122743.644332997,72695.0230318897
119317.823128356,69896.1158534931
121071.31049908,74493.4615752339
133736.537114211,73730.0478503008
140018.994813372,75060.9664580679
144563.653060077,73475.3636364645
153234.816129272,71117.2609425676
127669.39014623,77048.1142652744
114030.682180429,77641.0464884992
115937.539896834,71154.4243128596
130071.475229986,72353.0226139749
130456.56889927,73630.9508896706
127012.967426914,74418.0829004513
110850.58191213,74896.453025837
133431.845734176,76629.4532644706
127795.249043939,73737.6381654728
126067.449345344,74237.622947126
149138.902615332,76479.4052415408
126585.811768798,73015.6923669861
132916.299129544,70905.8330373827
129469.152448583,72734.1322317059
117811.35792933,72684.0605642418
122948.655904402,75169.3388369686
140301.126165311,73887.0763661546
122572.904441337,72816.603576838
136563.053482555,74758.2987538228
120831.867724491,73666.4025046525
116223.026389542,75193.4836826071
135089.3458668,75615.2081035063
111826.746220136,71073.6359732146
137820.40758168,73609.3144186768
152479.034358915,72256.546723201
129212.083598197,71187.1500373391
125038.886806553,74600.297807798
126367.579481129,72806.7115094037
127431.563155799,75144.7003043169
124056.749932744,75750.402400248
132835.972603778,75919.8534801835
113163.093286799,73523.3256155161
139952.70699621,74955.7919404496
130994.915049906,73023.5326745956
122779.289823202,72554.1565439908
124584.325335995,75516.7421893816
126062.68929636,74709.2444917573
117497.694982744,75700.7275279673
138040.981484649,73802.5402012959
133988.575576848,78581.0813863456
123757.585218829,72812.6908259324
120238.509857827,72830.7167637157
129526.547699419,71833.3766141459
122521.347261965,73712.3828143252
128955.393203763,75723.4019064038
145895.567264933,77714.7726243429
136997.990997225,72939.6557781915
122442.492674781,71639.7339150079
136341.605439004,71381.0689027514
117485.598956995,74190.4421078243
132859.668710223,73086.2501444375
128762.003662538,73216.1932365634
147599.681554269,73774.6341945053
124482.371051557,72874.9805054951
154588.204252146,74838.4275901834
141769.332215394,73857.7429851797
112850.602541006,76164.0098946441
148769.306481939,72310.1471001106
127460.180504713,75089.4266068125
141408.393568798,75719.9245660514
117619.070605593,71832.1118098123
126985.060747847,72602.6773326465
123576.552899702,76372.9786975372
129071.001780235,73926.8652539258
148911.859175694,74334.0682267243
128349.349750593,74853.3994334587
118419.993348845,70806.2220234721
119961.153801869,72241.2464910341
120554.954330635,77308.4011777755
142620.417605196,73622.0189273167
121167.679269279,73489.2865751533
124937.553313942,75289.7780226797
129376.495743279,72577.051292041
148267.261816421,71477.3792141684
139699.527214114,74046.0544850074
123502.074576201,75689.1360295895
152822.571228195,74329.8007233284
130805.856991337,73719.9240584606
125660.655485613,74347.251247458
123101.27823875,75077.5290606881
123362.783330462,74265.3659401976
136149.431411523,77285.6379205679
138311.878292792,74193.6216400171
107496.24364962,73518.6546429612
134761.874688793,74495.2081758645
131709.549107083,70534.5983321288
109906.94216578,73828.3432112347
124602.024418433,74759.6561446256
149135.381359099,73641.341096463
135506.603327747,73304.5090163142
122933.302994266,78339.4983994899
116525.245926255,71877.902979224
109428.854787485,72952.0820574066
123014.890773532,72859.6337580082
119317.823128356,69896.1158534931
121071.31049908,74493.4615752339
126427.887798507,73706.5419310291
152927.845621091,74503.4116914522
123283.555703489,73765.1831653074
153234.816129272,71117.2609425676
141691.129672443,75805.8606788755
124671.955083593,74258.8581750188
112689.60562397,72064.1026955624
129580.984203147,72553.953329981
131469.836425126,73911.8611788335
137163.84899496,73351.9399348796
110850.58191213,74896.453025837
133431.845734176,76629.4532644706
130663.963158377,73510.9608403165
126067.449345344,74237.622947126
149138.902615332,76479.4052415408
128103.300331176,72380.0911050647
132916.299129544,70905.8330373827
128450.665073013,75698.0055503999
114794.039081542,72671.1008070828
123094.521327365,75312.303565982
151413.00569798,76000.5221071911
108723.809890807,75035.1846495797
136563.053482555,74758.2987538228
141221.93758616,74374.3487995363
116569.318170827,75074.13264496
137477.349710332,75603.5991467543
114830.508109478,72039.5785515489
124249.401534896,74256.992532538
154846.024490707,71276.2432598177
129212.083598197,71187.1500373391
125038.886806553,74600.297807798
124454.731551642,72014.1295396446
128536.675800245,75190.1818324067
124056.749932744,75750.402400248
161081.034570187,72726.3385053241
113389.870234381,73412.3419800438
139952.70699621,74955.7919404496
131808.358713109,73682.8533175356
125902.864308745,74952.7317187101
117886.6809794,73570.0070838193
126062.68929636,74709.2444917573
117497.694982744,75700.7275279673
138040.981484649,73802.5402012959
133988.575576848,78581.0813863456
125169.429483148,73185.7991373078
120238.509857827,72830.7167637157
128719.602154561,71179.3228922707
122521.347261965,73712.3828143252
128955.393203763,75723.4019064038
145895.567264933,77714.7726243429
144035.727929268,76140.2509560247
122064.332478656,72775.4270417233
136341.605439004,71381.0689027514
113100.597983352,74938.0983688151
151659.981122004,74038.9834744018
129323.94198598,73312.2929489815
147599.681554269,73774.6341945053
124482.371051557,72874.9805054951
152857.059558428,74683.151735806
135236.666225696,74555.7841625527
112850.602541006,76164.0098946441
148769.306481939,72310.1471001106
123108.137466209,77633.0007256156
141408.393568798,75719.9245660514
123361.07260268,73770.5479058042
126985.060747847,72602.6773326465
123576.552899702,76372.9786975372
129216.564892288,73911.8048020451
175450.241005543,74878.7275506127
157030.338760615,76447.5311165947
118419.993348845,70806.2220234721
119961.153801869,72241.2464910341
131729.334113622,74316.0214321746
142620.417605196,73622.0189273167
118830.825332462,73104.1527553284
127895.585098688,76241.0148231368
122867.650051141,70870.4782676929
148267.261816421,71477.3792141684
149990.011355137,74655.465544537
133431.838136019,73666.1767908794
160116.733778206,74321.8410824664
128100.51306775,74173.3265074162
125660.655485613,74347.251247458
122654.027581574,76620.9385011432
123362.783330462,74265.3659401976
130856.965899194,76194.2306488156
138311.878292792,74193.6216400171
107496.24364962,73518.6546429612
143827.107963196,73860.34608766
130985.43014807,70626.0577055533
130254.085761929,74090.0009952825
144571.359958131,74579.0071378767
151549.296901134,73938.6919673801
133377.160349689,73023.9901597032
124007.794843223,77100.9417532873
116525.245926255,71877.902979224
109428.854787485,72952.0820574066
123014.890773532,72859.6337580082
122998.142457382,70594.5124233253
121071.31049908,74493.4615752339
127934.737498197,72801.5913898661
152927.845621091,74503.4116914522
113649.540956867,72255.4860345201
153234.816129272,71117.2609425676
141691.129672443,75805.8606788755
124671.955083593,74258.8581750188
109700.575655256,71398.823873308
129580.984203147,72553.953329981
121909.748471859,72217.8199337971
137189.35399444,73309.9374889674
115325.360910906,74147.1859537961
133431.845734176,76629.4532644706
130663.963158377,73510.9608403165
124412.096903659,74401.2639287881
149138.902615332,76479.4052415408
128103.300331176,72380.0911050647
127986.80182984,73459.0699928005
128450.665073013,75698.0055503999
114794.039081542,72671.1008070828
123094.521327365,75312.303565982
139508.568082116,74577.6468437185
108723.809890807,75035.1846495797
136563.053482555,74758.2987538228
141221.93758616,74374.3487995363
120936.273793386,73726.7134589224
124100.460023339,74386.6928521715
114830.508109478,72039.5785515489
124249.401534896,74256.992532538
154846.024490707,71276.2432598177
127265.628414974,72046.5687216061
125038.886806553,74600.297807798
125575.397930002,72886.0902533726
133304.936486785,74053.1366612985
124056.749932744,75750.402400248
161081.034570187,72726.3385053241
113389.870234381,73412.3419800438
131622.957185366,71088.6946521737
131598.125158596,73697.4230051259
131546.682560383,74450.4750434786
117886.6809794,73570.0070838193
126221.172820058,74851.9438453382
120080.430880442,75181.6541064155
138040.981484649,73802.5402012959
133669.559943612,78659.3451647321
125169.429483148,73185.7991373078
120238.509857827,72830.7167637157
131889.628804394,70562.0719063492
122521.347261965,73712.3828143252
127688.763905633,74713.6918860774
145895.567264933,77714.7726243429
145158.590588723,76578.1223721623
122064.332478656,72775.4270417233
136341.605439004,71381.0689027514
122825.207085958,73963.5568573845
151659.981122004,74038.9834744018
129323.94198598,73312.2929489815
150109.319736301,73723.320547359
124482.371051557,72874.9805054951
152670.026669439,75158.0658431595
121171.404435816,75694.4355708169
112994.804434225,76112.440267723
148769.306481939,72310.1471001106
120691.995956589,76687.480271842
137133.580011872,74812.834131435
123361.07260268,73770.5479058042
